Topic,Count,Name,Representation,Representative_Docs
130,38,130_cafe_centro_tema_llevadero,"['cafe', 'centro', 'tema', 'llevadero', 'semana', 'movimiento', 'sintio', 'ganas', 'siente', 'comodo']","['visita cafe centro cafe preparado honestamente tema atencion familia manana llegamos atardecer luz ayudo muchisimo volveria incluir viaje sintio comodo', 'quede fascinado cafe centro cafe preparado tema vista sumo muchisimo papas vacaciones zona movimiento vale pena sintio comodo', 'experiencia cafe centro cafe preparado tema servicio marco diferencia positiva plan tranquilo vacaciones semana siente llevadero recomiendo problema gente disfrutar']"
131,38,131_clarisa_ayuntamiento_municipal_omision,"['clarisa', 'ayuntamiento', 'municipal', 'omision', 'dispositivo', 'proteccion', 'fiscalia', 'reiterada', 'oficios', 'comisaria']","['denuncian luis munguia comision derechos humanos regidora melissa madero acusa ayuntamiento comisaria seguridad publica omision grave reiterada negar dispositivo proteccion pulso vida pese existir riesgo documentado proceso penal activo oficios urgentes emitidos instancias estatales puerto vallarta jalisco negativa reiterada ayuntamiento puerto vallarta entregar activar dispositivo proteccion pulso vida derivo denuncia formal violaciones derechos humanos presentada comision estatal derechos humanos jalisco considerar omision institucional mantiene riesgo inminente integridad vida mujer victima violencia queja senala directamente presidente municipal luis ernesto munguia gonzalez comisaria seguridad publica puerto vallarta autoridades responsables ignorar sistematica solicitudes formales oficios oficiales advertencias expresas urgencia caso pese contar pleno conocimiento contexto riesgo proteccion ordenada ejecutada agosto vinculacion proceso agresor empleado municipal delitos acoso victima solicito formalmente dispositivo pulso vida centro justicia mujeres peticion reiterada noviembre ano concretara entrega medidas cautelares vigentes resultaron insuficientes frenar hostigamiento omision agravo febrero red centros justicia mujeres jalisco emitio oficio urgente ocasion instruyendo ayuntamiento comisaria asignar inmediato dispositivo proteccion afectada presento nuevamente oficios fisica oficinas municipales reforzar solicitud autoridad acuso recibo volvio incumplir omision pone peligro vida puertovallarta vallarta espaciopv noticiasvallarta luismunguia pulsodevida', 'denuncian luis munguia comision derechos humanos regidora melissa madero acusa ayuntamiento comisaria seguridad publica omision grave reiterada negar dispositivo proteccion pulso vida pese existir riesgo documentado proceso penal activo oficios urgentes emitidos instancias estatales puerto vallarta jalisco negativa reiterada ayuntamiento puerto vallarta entregar activar dispositivo proteccion pulso vida derivo denuncia formal violaciones derechos humanos presentada comision estatal derechos humanos jalisco considerar omision institucional mantiene riesgo inminente integridad vida mujer victima violencia queja senala directamente presidente municipal luis ernesto munguia gonzalez comisaria seguridad publica puerto vallarta autoridades responsables ignorar sistematica solicitudes formales oficios oficiales advertencias expresas urgencia caso pese contar pleno conocimiento contexto riesgo proteccion ordenada ejecutada agosto vinculacion proceso agresor empleado municipal delitos acoso victima solicito formalmente dispositivo pulso vida centro justicia mujeres peticion reiterada noviembre ano concretara entrega medidas cautelares vigentes resultaron insuficientes frenar hostigamiento omision agravo febrero red centros justicia mujeres jalisco emitio oficio urgente ocasion instruyendo ayuntamiento comisaria asignar inmediato dispositivo proteccion afectada presento nuevamente oficios fisica oficinas municipales reforzar solicitud autoridad acuso recibo volvio incumplir omision pone peligro vida puertovallarta vallarta espaciopv noticiasvallarta luismunguia pulsodevida', 'denuncian luis munguia comision derechos humanos regidora melissa madero acusa ayuntamiento comisaria seguridad publica omision grave reiterada negar dispositivo proteccion pulso vida pese existir riesgo documentado proceso penal activo oficios urgentes emitidos instancias estatales puerto vallarta jalisco negativa reiterada ayuntamiento puerto vallarta entregar activar dispositivo proteccion pulso vida derivo denuncia formal violaciones derechos humanos presentada comision estatal derechos humanos jalisco considerar omision institucional mantiene riesgo inminente integridad vida mujer victima violencia queja senala directamente presidente municipal luis ernesto munguia gonzalez comisaria seguridad publica puerto vallarta autoridades responsables ignorar sistematica solicitudes formales oficios oficiales advertencias expresas urgencia caso pese contar pleno conocimiento contexto riesgo proteccion ordenada ejecutada agosto vinculacion proceso agresor empleado municipal delitos acoso victima solicito formalmente dispositivo pulso vida centro justicia mujeres peticion reiterada noviembre ano concretara entrega medidas cautelares vigentes resultaron insuficientes frenar hostigamiento omision agravo febrero red centros justicia mujeres jalisco emitio oficio urgente ocasion instruyendo ayuntamiento comisaria asignar inmediato dispositivo proteccion afectada presento nuevamente oficios fisica oficinas municipales reforzar solicitud autoridad acuso recibo volvio incumplir omision pone peligro vida puertovallarta vallarta espaciopv noticiasvallarta luismunguia pulsodevida']"
132,38,132_limpio_amables_amable_gente,"['limpio', 'amables', 'amable', 'gente', 'bonito', 'super', 'peaton', 'demasiada', 'bellisimo', 'personas']","['hermoso super limpio gente amable', 'bonito super limpio personas amables', 'limpio gente amable']"
133,37,133_maritimo_vallarta_paseo_malecon,"['maritimo', 'vallarta', 'paseo', 'malecon', 'puerto', 'estatuas', 'esculturas', 'tiendas', 'tomarse', 'visitar']","['paseo maritimo malecon lugar encantador visita excursion paseo maritimo viajando autobus local experiencia unica disfrutado caminar minutos llegar parada autobus paseo maritimo malecon hermosas vistas encantadoras esculturas visto paseo maritimo mercadillo cerca compras restaurantes encantadores delicioso fresco salsa maravillosa margarita gente amigable vistas increibles paseo maritimo tomar fotografias disfrutar visita', 'paseo maritimo malecon lugar encantador visita excursion paseo maritimo viajando autobus local experiencia unica disfrutado caminar minutos llegar parada autobus paseo maritimo malecon hermosas vistas encantadoras esculturas visto paseo maritimo mercadillo cerca compras restaurantes encantadores delicioso fresco salsa maravillosa margarita gente amigable vistas increibles paseo maritimo tomar fotografias disfrutar visita', 'paseo maritimo malecon lugar encantador visita excursion paseo maritimo viajar autobus local experiencia unica disfrutado caminar minutos llegar parada autobus paseo maritimo malecon hermosas vistas encantadoras esculturas visto paseo maritimo mercadillo cerca compras restaurantes encantadores fresco salsa gente maravillosa amigable vistas increibles paseo maritimo tomar fotografias disfrutar visita']"
134,37,134_hr_conductor_ruedas_vehiculos,"['hr', 'conductor', 'ruedas', 'vehiculos', 'dejandonos', 'causada', 'silla', 'viaje', 'alcanzado', 'camioneta']","['decidi viaje decepcionado probablemente mejores excursiones jamas realizadas bellas imagenes realmente asombroso cuidado conductor camioneta llevo condujo rapido quiero experiencia memorable definitivamente necesito', 'lugar increible realmente inconveniente vida guia desafortunadamente ejemplo persona servicio arruinar experiencia preocupado terminar tiempo recorrido mantener seguridad ojos puntos cuevas patios dejandonos atras esperandonos atrapar viajando ninos anos ciertamente lentos siquiera horario especifico recorrido bicicleta atras yardas apresurarse coger guia mala caida caminar proxima parada obtener punto asistencia encontrar llamar ayuda auxilios localizado prueba causada retorno parecia conductor recupero hotel manejo rapido camino tierra pasando vehiculos alta velocidad alcanzado carretera principal km hr km hr zona rio secreto lugar esperaria cargo personal estandar alto visitantes', 'lugar increible realmente inconveniente vida guia desafortunadamente ejemplo persona servicio arruinar experiencia preocupado terminar tiempo recorrido mantener seguridad ojos puntos cuevas patios dejandonos atras esperandonos atrapar viajando ninos anos ciertamente lentos siquiera horario especifico recorrido bicicleta atras yardas apresurarse coger guia mala caida caminar proxima parada obtener punto asistencia encontrar llamar ayuda auxilios localizado prueba causada retorno parecia conductor recupero hotel manejo rapido camino tierra pasando vehiculos alta velocidad alcanzado carretera principal km hr km hr zona rio secreto lugar esperaria cargo personal estandar alto visitantes']"
135,37,135_00_coleccion_arte_casa,"['00', 'coleccion', 'arte', 'casa', 'valladolid', 'beneficas', 'organizaciones', 'mexicano', '100', 'privada']","['recomendable coleccion arte popular contemporaneo mexico hacienda bellamente restaurada guia sergio brillante informado coleccion multilingue recomienda donacion 100 vale pena ofrecen 5 tours 10 00 11 30 13 00 15 00 16 00 ignoren pagina web simplemente lleguen toquen timbre hora toque', 'gusta arte arquitectura capturar historias visita museo visitas guiadas 10 00 11 30 13 00 14 00 15 00 toca timbre espera afuera hora abriran puerta dejaran entrar daran recorrido 45 50 minutos pareja estadounidense compro casa retiro reconstruyo 10 anos llegar historia inspiradora coleccion arte incluye artistas mexico vidas sugiere donacion 100 peniques destina directamente organizaciones beneficas locales zona', 'puedes perder valladolid casa venados casa particular enorme coleccion arte mexicano partes guia david conto historia casa duenos visitas guiadas 10 00 11 30 13 00 14 00 15 00']"
136,37,136_tiendas_restaurantes_paseo_variedades,"['tiendas', 'restaurantes', 'paseo', 'variedades', 'palito', 'maritimo', 'oceano', 'compran', 'invierno', 'bares']","['excelente lugar caminar disfrutar lugares interes especialmente disfrutado palito pescado delicioso pequeno permitido espectaculos variedades pequenas tiendas restaurantes clubes camino vibrante interesante suficientemente cerca paseo malecon estadia noche', 'excelente lugar caminar disfrutar lugares interes especialmente disfrutado palito pescado delicioso pequeno permitido espectaculos variedades pequenas tiendas restaurantes clubes camino vibrante interesante suficientemente cerca paseo malecon estadia noche', 'excelente lugar caminar disfrutar lugares interes especialmente disfrutado palito pescado delicioso pequeno permitido espectaculos variedades pequenas tiendas restaurantes clubes camino vibrante interesante suficientemente cerca paseo malecon estadia noche']"
137,37,137_mercado_pescado_artesanias_pasta,"['mercado', 'pescado', 'artesanias', 'pasta', 'productos', 'artesania', 'mercados', 'frescos', 'fresco', 'organicos']","['mercado tipico artesanias comida experiencia vendedores mercado justo mercado pescado hermosa marina encontrar zona ubicada mercado', 'mercado vienen ano mercado extendido puestos ofertas vendedores vendiendo pan pasta fresca frutas pareja pescado fresco mercado pescado camino', 'mercado artesanias gente excelente comida mercado pescado excelente pasta productos frescos almuerzo']"
138,36,138_piscina_infinita_bienestar_tropical,"['piscina', 'infinita', 'bienestar', 'tropical', 'borde', 'rectangular', 'ensueno', 'concentrica', 'espejos', 'piscinas']","['piscina flores sombrillas piscina tropical piscina tropical piscina entorno tropical plantas piscina infinita piscina ensueno sentarse borde piscina piscina bienestar frente piscina pequena piscina relajacion bienestar verde pozo piscina rezumante atmosfera tropical paraiso tropical piscina resort', 'piscina cerca vidrio sentarse borde piscina piscina infinita salas piscina piscina piscina ensueno piscina tropical piscinas piscina concentrica infinita frente piscina restante plantas piscina infinita piscina bienestar imagen listado piscina cuclillas piscina', 'persona tendido piscina media piscina rectangular piscina infinita piscina bienestar sentarse piscina borde infinito piscina concentrica espejos piscina infinita pequena piscina relajacion bienestar piscinas piscina tropical sentado piscina borde complejo piscina playa hawai frente piscina paraiso fondo']"
139,35,139_diversion_columpio_tirolesa_columpios,"['diversion', 'columpio', 'tirolesa', 'columpios', 'explosion', 'cuerda', 'cascadas', 'pollo', 'set', 'eden']","['tirolesas esposa ninos encanto atmosfera jungla absolutamente hermosa area piscina natural columpio cuerda explosion guias trabajo realmente trabajo duro viaje caro comer restaurante incluido pensando tacos precios almuerzo factura esposa ninos almuerzo mejores tirolesa', 'increible gustan deportes extremos tranquilos edades perderse nado aguas subterraneas tirolesa opcion xplor fuego parque noche opcion fuego anade elemento interesante parques actividad agua calzado nautico actividades exige adquirir parque ropa mojar rapido secado listos mojados lockers incluidos dejar cosas', 'increible gustan deportes extremos tranquilos edades perderse nado aguas subterraneas tirolesa opcion xplor fuego parque noche opcion fuego anade elemento interesante parques actividad agua calzado nautico actividades exige adquirir parque ropa mojar rapido secado listos mojados lockers incluidos dejar cosas']"
